Problem;Rationale;category;correct;id;options
if the length of a rectangle is halved and its breadth is tripled , what is the percentage change in its area ?;length is halved . i . e . , length is decreased by 50 % breadth is tripled i . e . , breadth is increased by 200 % formula for change in area is : = ( - x + y - xy / 100 ) % = ( − 50 + 200 − 50 × 200 / 100 ) % = 50 % i . e . , area is increased by 50 % answer is c .;geometry;c;36070;['a ) 30', 'b ) 40', 'c ) 50', 'd ) 60', 'e ) 70']
the angle between two hands at 3.45 is;"""theta degree = 11 / 2 m - 30 h = 11 / 2 ( 45 ) - 30 ( 3 ) = 247.5 - 90 = 157.5 or 157 1 / 2 degree answer : e""";geometry;e;34348;a ) 110 degree , b ) 115 degree , c ) 112 1 / 2 degree , d ) 117 degree , e ) 157 1 / 2 degree
a rectangle having length 140 cm and width 40 cm . if the length of the rectangle is increased by thirty percent then how much percent the breadth should be decreased so as to maintain the same area .;explanation : solution : ( 30 / ( 140 + 30 ) * 100 ) % = 17.64 % answer : a;geometry;a;16928;a ) 17.64 % , b ) 33.33 % , c ) 40 % , d ) 75 % , e ) none of these
a snooker tournament charges $ 40.00 for vip seats and $ 15.00 for general admission ( “ regular ” seats ) . on a certain night , a total of 300 tickets were sold , for a total cost of $ 7,500 . how many fewer tickets were sold that night for vip seats than for general admission seats ?;"""let no of sits in vip enclosure is x then x * 40 + 15 ( 300 - x ) = 7500 or 25 x = 7500 - 4500 , x = 3000 / 25 = 120 vip = 120 general 200 d""";geometry;d;22526;a ) 190 , b ) 180 , c ) 150 , d ) 200 , e ) 300
what is the perimeter of a square field whose diagonal is 4 √ 2 ?;"""4 a = 16 m answer : a""";geometry;a;18451;a ) 16 m , b ) 32 m , c ) 27 m , d ) 26 m , e ) 76 m
what is the smallest positive integer x such that 864 x is the cube of a positive integer;"""given 864 x is a perfect cube so we will take 1728 = 12 * 12 * 12 864 x = 1728 x = 1728 / 864 = 2 correct option is e""";geometry;e;16621;a ) 6 , b ) 12 , c ) 9 , d ) 5 , e ) 2
how many 4 x 5 x 8 cubes could fit in a 10 x 16 x 84 box ?;the answer is a ) 84 . the 10 x 16 x 84 box has an area of 13,440 . the 4 x 5 x 8 cubes have an area of 160 . if you divide 13,440 by 160 , you get 84 .;geometry;a;27648;a ) 84 , b ) 90 , c ) 85 , d ) 77 , e ) 64
the length and breadth of a rectangle is increased by 10 % and 25 % respectively . what is the increase in the area ?;explanation : 100 * 100 = 10000 110 * 125 = 13750 - - - - - - - - - - - 3750 10000 - - - - - - 3750 100 - - - - - - - ? = > 37.5 % answer : option b;geometry;b;37584;['a ) 37.2 %', 'b ) 37.5 %', 'c ) 30.2 %', 'd ) 37.7 %', 'e ) 33.2 %']
the base of a triangular field is three times its altitude . if the cost of cultivating the field at rs . 24.68 per hectare be rs . 333.18 , find its base and height .;sol . area of the field = total cost / rate = ( 333.18 / 25.6 ) hectares = 13.5 hectares ( 13.5 x 10000 ) m ^ 2 = 135000 m ^ 2 . let altitude = x metres and base = 3 x metres . then , ( 1 / 2 ) * 3 x * x = 135000 < = > x ^ 2 = 90000 < = > x = 300 . base = 900 m and altitude = 300 m . ans : e;geometry;e;24242;['a ) 100 m', 'b ) 125 m', 'c ) 150 m', 'd ) 278 m', 'e ) 300 m']
the dimensions of a rectangular solid are 4 inches , 6 inches , and 8 inches . if a cube , a side of which is equal to one of the dimensions of the rectangular solid , is placed entirely within thespherejust large enough to hold the cube , what the ratio of the volume of the cube to the volume within thespherethat is not occupied by the cube ?;answer : e .;geometry;e;18746;a ) 10 : 17 , b ) 2 : 5 , c ) 5 : 16 , d ) 25 : 7 , e ) 2 : 3
the sides of a square region , measured to the nearest centimeter , are 7 centimeters long . the least possible value of the actual area of the square region is;though there might be some technicalities concerning the termnearest ( as 6.5 is equidistant from both 6 and 7 ) the answer still should be a : 6.5 ^ 2 = 42.25 . answer : a;geometry;a;17321;['a ) 42.25 sq cm', 'b ) 45.25 sq cm', 'c ) 43.25 sq cm', 'd ) 50.25 sq cm', 'e ) 52.25 sq cm']
the perimeter of an equilateral triangle is 60 . if one of the sides of the equilateral triangle is the side of an isosceles triangle of perimeter 55 , then how long is the base of isosceles triangle ?;"""the base of the isosceles triangle is 55 - 20 - 20 = 15 units the answer is c .""";geometry;c;18663;a ) 5 , b ) 10 , c ) 15 , d ) 20 , e ) 25
the volumes of two cones are in the ratio 1 : 12 and the radii of the cones are in the ratio of 1 : 3 . what is the ratio of their heights ?;the volume of the cone = ( 1 / 3 ) π r 2 h only radius ( r ) and height ( h ) are varying . hence , ( 1 / 3 ) π may be ignored . v 1 / v 2 = r 12 h 1 / r 22 h 2 = > 1 / 12 = ( 1 ) 2 h 1 / ( 3 ) 2 h 2 = > h 1 / h 2 = 3 / 4 i . e . h 1 : h 2 = 3 : 4 answer : a;geometry;a;18150;['a ) a ) 3 : 4', 'b ) b ) 2 : 7', 'c ) c ) 2 : 2', 'd ) d ) 2 : 1', 'e ) e ) 2 : 9']
cubes with each side one inch long are glued together to form a larger cube . the larger cube ' s face is painted with red color and the entire assembly is taken apart . 24 small cubes are found with no paints on them . how many of unit cubes have at least one face that is painted red ?;"""use the options . the options which after getting added to 24 shows a cube of a number could be right . here 64 + 24 = 88 72 + 24 = 96 86 + 24 = 110 98 + 24 = 122 101 + 24 = 125 - - - ( 5 * 5 * 5 ) so we have 101 as the answer ! e""";geometry;e;25695;a ) 64 , b ) 72 , c ) 86 , d ) 98 , e ) 101
if y is the smallest positive integer such that 3,675 multiplied by y is the square of an integer , then y must be;"""i just tried plugging in the numbers and found out that 12 * 3675 = 44 , 100 , which is a square of 210 e""";geometry;e;45309;a ) 2 , b ) 5 , c ) 6 , d ) 7 , e ) 12
find the number of divisors of 1080 excluding the divisors which are perfect squares .;1080 = 2 ^ 3 * 3 ^ 3 * 5 ^ 1 total no . of divisors = ( 3 + 1 ) * ( 3 + 1 ) * ( 1 + 1 ) = 32 only 4 divisors 1 , 2 ^ 2 = 4 , 3 ^ 2 = 9 & 2 ^ 2 * 3 ^ 2 = 36 are perfect squares so , number of divisors excluding perfect squares divisors = 32 - 4 = 28 answer : a;geometry;a;20321;a ) 28 , b ) 29 , c ) 30 , d ) 31 , e ) 32
one side of a rectangle is 3 cm shorter than the other side . if we increase the length of each side by 1 cm , then the area of the rectangle will increase by 14 cm 2 . find the lengths of all sides .;"""let x be the length of the longer side x > 3 , then the other side ' s length is x − 3 cm . then the area is s 1 = x ( x - 3 ) cm 2 . after we increase the lengths of the sides they will become ( x + 1 ) and ( x − 3 + 1 ) = ( x − 2 ) cm long . hence the area of the new rectangle will be a 2 = ( x + 1 ) ⋅ ( x − 2 ) cm 2 , which is 14 cm 2 more than the first area . therefore a 1 + 14 = a 2 x ( x − 3 ) + 14 = ( x + 1 ) ( x − 2 ) x 2 − 3 x + 14 = x 2 + x − 2 x − 2 2 x = 16 x = 8 . so , the sides of the rectangle are 8 cm and ( 8 − 3 ) = 5 cm long . so answer is e .""";geometry;e;36005;a ) 10 and 3 , b ) 7 and 10 , c ) 10 and 7 , d ) 3 and 10 , e ) 8 and 5
the area of a circle of radius 5 is numerically what percent of its circumference ?;solution required % = [ π x ( 5 ) 2 / 2 π x 5 x 100 ] % ‹ = › 250 % . answer d;geometry;d;27379;['a ) 200', 'b ) 225', 'c ) 240', 'd ) 250', 'e ) none']
there are 6 equally spaced points a , b , c , d , e and f marked on a circle with radius r . how many convex pentagons of distinctly different areas can be drawn using these points as vertices ?;"solution : since , all the points are equally spaced ; hence the area of all the convex pentagons will be same . answer : option d";geometry;d;18107;['a ) 6 p 5', 'b ) 1', 'c ) 5', 'd ) none of these', 'e ) can not be determined']
in measuring the sides of a rectangle , one side is taken 16 % in excess and other 5 % in deficit . find the error percentage in the area calculated from these measurements .;"""say both sides of the rectangle are equal to 100 ( so consider that we have a square ) . in this case the area is 100 * 100 = 10,000 . now , the area obtained with wrong measurements would be 116 * 95 = 11,020 , which is 10.2 % greater than the actual area . answer : c .""";geometry;c;26266;a ) 3.5 % , b ) 2.4 % , c ) 10.2 % , d ) 5 % , e ) 2.6 %
the slant height of a cone is 14 cm and radius of the base is 12 cm , find the curved surface of the cone .;"""π * 12 * 14 = 528 answer : d""";geometry;d;35195;a ) 150 , b ) 170 , c ) 48 , d ) 528 , e ) 600
the lateral surface area of cuboid length 12 m , breadth 8 m and height 6 m .;"""cuboid lateral surface = 2 h ( l + b ) = 2 × 6 ( 20 ) = 240 m ( power 2 ) answer is b""";geometry;b;39405;a ) 540 , b ) 240 , c ) 440 , d ) 140 , e ) 340
the width of a rectangle is 10 mtr and its area is 150 square meter . if length of the rectangle is increased , then its new area is 1 ( 1 / 3 ) times of the original area . what is the new perimeter of the rectangle ?;ans . ( d ) sol . length of original rectangle = 150 / 10 = 15 ( 10 * ( 15 + x ) ) / ( 10 * 15 ) = 4 / 3 x = 5 perimeter of new rectangle = 2 ( 10 + 20 ) = 60;geometry;d;29108;['a ) 45', 'b ) 54', 'c ) 67', 'd ) 60', 'e ) 69']
a rectangular room has the rectangular shaped rug shown as above figure such that the rug ’ s area is 160 square feet and its length is 6 feet longer than its width . if the uniform width between the rug and room is 6 feet , what is the area of the region uncovered by the rug ( shaded region ) , in square feet ?;"""rug ' s area = 160 which is ( x ) x ( 6 + x ) = 160 so x = 10 rug maintains a uniform distance of 6 feet so room has dimension 10 + 12 and 16 + 12 i . e . 22 and 28 area of room 22 x 28 = 616 area covered is 160 so uncovered area is 616 - 160 = 456 ( answer b )""";geometry;b;39166;a ) 32 , b ) 456 , c ) 40 , d ) 46 , e ) 104
what is the area of square field whose side of length 13 m ?;"""13 * 13 = 169 sq m answer : a""";geometry;a;22820;a ) 169 , b ) 196 , c ) 266 , d ) 288 , e ) 261
what is the area of a square field whose diagonal of length 16 m ?;"""d 2 / 2 = ( 16 * 16 ) / 2 = 128 answer : a""";geometry;a;39930;a ) 128 , b ) 289 , c ) 200 , d ) 112 , e ) 178
the largest six digit number which is a perfect cube , is :;"""explanation : 99 * 99 * 99 = 970299 answer : a""";geometry;a;31240;a ) 970299 , b ) 907289 , c ) 992289 , d ) 900279 , e ) 999999
in a rectangular axis system , what is the area of a parallelogram with the coordinates : ( 3,5 ) , ( 9,5 ) , ( 2,7 ) , ( 8,7 ) ?;"""delta x will give us the dimension of one side of the parallelogram = 9 - 3 = 6 unit delta y will give us the dimension of the other side of parallelogram = 7 - 5 = 2 unit area of parallelogram = 6 * 2 = 12 answer is d""";geometry;d;28042;a ) 21 . , b ) 28 . , c ) 35 . , d ) 12 . , e ) 52 .
what will be the ratio between the area of a rectangle and the area of a triangle with one of the sides of rectangle as base and a vertex on the opposite side of rectangle .;"""area of δ ebc = 1 ⁄ 2 × bc × ef = 1 ⁄ 2 × bc × ab [ since , ef = ab ] area of δ ebc = 1 ⁄ 2 × area of δ abcd \ required ratio = 2 : 1 . answer b""";geometry;b;45100;a ) 1 : 2 , b ) 2 : 1 , c ) 3 : 1 , d ) data inadequate , e ) none of these
the perimeter of a triangle is 36 cm and the in radius of the triangle is 2.5 cm . what is the area of the triangle ?;"""area of a triangle = r * s where r is the in radius and s is the semi perimeter of the triangle . area of triangle = 2.5 * 36 / 2 = 45 cm 2 answer : e""";geometry;e;20471;a ) 76 , b ) 88 , c ) 66 , d ) 55 , e ) 45
abcd is a square where ab = â ˆ š 4004 . let x be a point on ab and y be a point on cd such that ax = cy . compute the area of trapezoid axyd .;"""note that trapezoids axy d and bxy c are congruent , so the area of axy d is always 4004 / 2 = 2002 . correct answer b""";geometry;b;32841;a ) 3008 , b ) 2002 , c ) 1008 , d ) 2016 , e ) 3000
four horses are tethered at 4 corners of a square field of side 70 metres so that they just can not reach one another . the area left ungrazed by the horses is :;area ungrazed is given by total area - 4 * area grazed by each horse = 70 * 70 - 4 * ( 90 / 360 ) * pi * ( 70 / 2 ) ^ 2 as the angle made by the horse is 90 degree , so applying the area of the sector , = theta / 360 * pi * radius ^ 2 above = 70 * 70 - pi * ( 70 / 2 ) * ( 70 / 2 ) = 70 * 70 { 1 - pi / 4 } = 70 * 70 { 6 / ( 7 * 4 ) } , expanding pi = 22 / 7 = ( 70 * 70 * 6 ) / ( 7 * 4 ) = 1050 sq m answer : a;geometry;a;40188;['a ) 1050 sq . m', 'b ) 3850 sq . m', 'c ) 950 sq . m', 'd ) 1075 sq . m', 'e ) 1065 sq . m']
if a rectangular billboard has an area of 120 square feet and a perimeter of 46 feet , what is the length of each of the shorter sides ?;"""this question can be solved algebraically or by testing the answers . we ' re told that a rectangle has an area of 120 and a perimeter of 46 . we ' re asked for the length of one of the shorter sides of the rectangle . since the answers are all integers , and the area is 120 , the shorter side will almost certainly be less than 10 ( since 10 x 10 = 100 , but we ' re not dealing with a square ) . answer b ( 7 ) does not divide evenly into 120 , let ' s test answer c : 8 if . . . the shorter side = 8 . . . the area = 120 . . . . 120 / 8 = 15 = the longer side perimeter = 8 + 8 + 15 + 15 = 46 c""";geometry;c;30449;a ) 4 , b ) 7 , c ) 8 , d ) 13 , e ) 26
what is the area of square field whose side of length 16 m ?;"""16 * 16 = 256 sq m answer : c""";geometry;c;33889;a ) 225 , b ) 777 , c ) 256 , d ) 288 , e ) 261
thin rectangular slab of potato was cut into two pieces for an osmosis lab . one piece is 50 mm greater than the other . if the original uncut slab is 600 mm , what is the length of the other piece of the potato after it is cut .;piece one as p 1 , and piece two as p 2 . p 2 + 50 = p 1 as eq . a p 1 + p 2 = 600 as eq . b substitute eq . a into eq . b , resulting in ( p 2 + 50 ) + p 2 = 600 mm . group like terms , p 2 + p 2 = 600 - 50 ( 2 * p 2 / 2 ) = 550 / 2 solves to p 2 = 275 . ansewr is b .;geometry;b;18430;['a ) 550', 'b ) 275', 'c ) 50', 'd ) 300', 'e ) 250']
in a rectangular coordinate system , what is the area of a rhombus whose vertices have the coordinates ( 0 , 3.5 ) , ( 11 , 0 ) , ( 0 , - 3.5 ) , ( - 11 , 0 ) ?;"""area of rhombus = 1 / 2 * d 1 * d 2 length of 1 st diagonal = 11 + 11 = 22 length of 2 nd diagonal = 3.5 + 3.5 = 7 area = 1 / 2 * 22 * 7 = 77 b is the answer""";geometry;b;19818;a ) 56 , b ) 77 , c ) 112 , d ) 116 , e ) 120
the cost of the paint is rs . 36.50 per kg . if 1 kg of paint covers 16 squares feet , how much will it cost to paint outside of a cube having 8 feet each side ?;"""solution surface area of the cube = ( 6 × 82 ) sq . ft = 384 sq . ft . quantity of paint required = ( 384 / 16 ) kg ‹ = › 24 kg . cost of painting = rs . ( 36.50 × 24 ) = rs . 876 . answer c""";geometry;c;21075;a ) rs . 692 , b ) rs . 768 , c ) rs . 876 , d ) rs . 972 , e ) none
square m is inscribed in circle n . if the perimeter of m is 20 , what is the circumference of n ?;square forms two right angled triangles . any time we have a right angle triangle inside a circle , the hypotenuse is the diameter . hypotenuse here = diagonal of the square = 5 sqrt ( 2 ) = diameter = > radius = 2.5 sqrt ( 2 ) circumference of the circle = 2 pi r = 5 pi sqrt ( 2 ) answer is e .;geometry;e;21702;['a ) 33 √ 2 π', 'b ) 2 √ 2 π', 'c ) 6 √ 2 π', 'd ) 7 √ 2 π', 'e ) 5 √ 2 π']
sides of a triangle are 13 cm . 14 cm . and 15 cm . respectively . calculate the area of triangle .;let a = 13 cm , b = 14 cm . and c = 15 cm . s = 1 / 2 ( 13 + 14 + 15 ) = 21 , ( s - a ) = 8 , ( s - b ) = 7 and ( s - c ) = 6 area = √ 21 * 8 * 7 * 6 = 84 sq . cm answer c;geometry;c;32285;['a ) 80', 'b ) 82', 'c ) 84', 'd ) 86', 'e ) 88']
right triangle abc is the base of the prism in the figure above . if ab = ac = √ 2 and the height of the prism is 3 , what is the volume of the prism ?;volume of prism = area of base * height = 1 / 2 * ( square root of 2 ) * ( square root of 2 ) * 3 = 3 answer : d;geometry;d;21766;['a ) 1', 'b ) 3 / 2', 'c ) 2', 'd ) 3', 'e ) 6']
the volumes of two cones are in the ratio 1 : 10 and the radii of the cones are in the ratio of 1 : 2 . what is the length of the wire ?;the volume of the cone = ( 1 / 3 ) π r 2 h only radius ( r ) and height ( h ) are varying . hence , ( 1 / 3 ) π may be ignored . v 1 / v 2 = r 12 h 1 / r 22 h 2 = > 1 / 10 = ( 1 ) 2 h 1 / ( 2 ) 2 h 2 = > h 1 / h 2 = 2 / 5 i . e . h 1 : h 2 = 2 : 5 answer : a;geometry;a;35657;['a ) 2 : 5', 'b ) 2 : 9', 'c ) 2 : 2', 'd ) 2 : 9', 'e ) 2 : 1']
